Fz,sr,sa_deg,Fx,Fy
200,-0.24,-8.0,-2.8560095536493417,11.86115288696115
200,-0.24,-7.8,-2.8752764960201347,11.941647128590379
200,-0.24,-7.6,-2.8949391085176437,12.022152021469095
200,-0.24,-7.3999999999999995,-2.9150056481805784,12.102667289741088
200,-0.24,-7.199999999999999,-2.9354843462511955,12.183192657649204
200,-0.24,-7.0,-2.9563833790574767,12.263727849539059
200,-0.24,-6.8,-2.977710835294824,12.344272589862765
200,-0.24,-6.6,-2.99947467937892,12.424826603182632
200,-0.24,-6.3999999999999995,-3.021682710521204,12.5053896141749
200,-0.24,-6.199999999999999,-3.044342517158757,12.58596134763343
200,-0.24,-6.0,-3.067461426351689,12.666541528473427
200,-0.24,-5.8,-3.0910464477439836,12.747129881735143
200,-0.24,-5.6,-3.1151042116689727,12.827726132587577
200,-0.24,-5.3999999999999995,-3.139640900968735,12.908330006332177
200,-0.24,-5.199999999999999,-3.164662176089163,12.988941228406537
200,-0.24,-5.0,-3.190173093009843,13.069559524388099
200,-0.24,-4.8,-3.2161780135721054,13.150184619997834
200,-0.24,-4.6,-3.242680507780667,13.230816241103934
200,-0.24,-4.3999999999999995,-3.269683247676311,13.311454113725503
200,-0.24,-4.199999999999999,-3.297187892410737,13.39209796403623
200,-0.24,-4.0,-3.3251949642023106,13.47274751836807
200,-0.24,-3.799999999999999,-3.353703714915262,13.553402503214922
200,-0.24,-3.5999999999999996,-3.3827119830874928,13.63406264523629
200,-0.24,-3.4000000000000004,-3.412216041336128,13.714727671260958
200,-0.24,-3.1999999999999993,-3.4422104341981425,13.79539730829065
200,-0.24,-3.0,-3.472687806618477,13.87607128350368
200,-0.24,-2.799999999999999,-3.503638723482727,13.956749324258622
200,-0.24,-2.5999999999999996,-3.5350514808081597,14.037431158097935
200,-0.24,-2.3999999999999986,-3.566911909457481,14.118116512751632
200,-0.24,-2.1999999999999993,-3.5992031725258773,14.1988051161409
200,-0.24,-2.0,-3.631905557873941,14.279496696381749
200,-0.24,-1.799999999999999,-3.6649962676365653,14.360190981788632
200,-0.24,-1.5999999999999996,-3.6984492069287564,14.440887700878072
200,-0.24,-1.3999999999999986,-3.732234774389819,14.521586582372287
200,-0.24,-1.1999999999999993,-3.7663196576515214,14.60228735520279
200,-0.24,-1.0,-3.8006666372754045,14.682989748514016
200,-0.24,-0.7999999999999989,-3.835234403168249,14.763693491666913
200,-0.24,-0.5999999999999996,-3.869977387938791,14.844398314242538
200,-0.24,-0.3999999999999986,-3.9048456220861008,14.925103946045654
200,-0.24,-0.1999999999999993,-3.939784616290448,15.005810117108316
200,-0.24,0.0,-3.9747352763882193,15.086516557693448
200,-0.24,0.20000000000000107,-4.0096338568284455,15.167222998298415
200,-0.24,0.40000000000000036,-4.044411958503384,15.24792916965859
200,-0.24,0.6000000000000014,-4.0789965767925205,15.328634802750921
200,-0.24,0.8000000000000007,-4.113310205432835,15.409339628797472
200,-0.24,1.0,-4.147271001405527,15.490043379268988
200,-0.24,1.200000000000001,-4.180793015392687,15.570745785888422
200,-0.24,1.4000000000000004,-4.213786491495962,15.651446580634472
