Time, Position, Speed, Acceleration, Torque, Drag, RPM, Power, Available Power, Charge, Voltage, Current, Motor Torque
0.25,0.241,1.951,7.867,558.230,0.885,313.722,5043.4,67588.392,49.998,112.647,44.8,153.51
0.25,0.243,1.959,7.867,558.230,0.892,314.986,5063.7,67583.766,49.998,112.640,45.0,153.51
0.25,0.245,1.967,7.867,558.230,0.900,316.251,5084.0,67579.141,49.998,112.632,45.1,153.51
0.25,0.247,1.975,7.867,558.230,0.907,317.516,5104.3,67574.514,49.998,112.624,45.3,153.51
0.25,0.249,1.983,7.867,558.230,0.914,318.781,5124.7,67569.887,49.998,112.616,45.5,153.51
0.25,0.251,1.991,7.867,558.230,0.921,320.045,5145.0,67565.259,49.998,112.609,45.7,153.51
0.26,0.253,1.999,7.867,558.230,0.929,321.310,5165.3,67560.631,49.998,112.601,45.9,153.51
0.26,0.255,2.007,7.867,558.230,0.936,322.575,5185.7,67556.002,49.998,112.593,46.1,153.51
0.26,0.257,2.014,7.867,558.230,0.943,323.839,5206.0,67551.372,49.998,112.586,46.2,153.51
0.26,0.259,2.022,7.867,558.230,0.951,325.104,5226.3,67546.742,49.998,112.578,46.4,153.51
0.26,0.261,2.030,7.867,558.230,0.958,326.369,5246.7,67542.111,49.998,112.570,46.6,153.51
0.26,0.263,2.038,7.867,558.230,0.966,327.633,5267.0,67537.480,49.998,112.562,46.8,153.51
0.26,0.265,2.046,7.867,558.230,0.973,328.898,5287.3,67532.848,49.998,112.555,47.0,153.51
0.26,0.267,2.054,7.867,558.230,0.981,330.163,5307.7,67528.215,49.998,112.547,47.2,153.51
0.26,0.269,2.062,7.867,558.230,0.988,331.427,5328.0,67523.581,49.998,112.539,47.3,153.51
0.26,0.271,2.069,7.867,558.230,0.996,332.692,5348.3,67518.947,49.998,112.532,47.5,153.51
0.27,0.273,2.077,7.867,558.230,1.003,333.957,5368.6,67514.313,49.998,112.524,47.7,153.51
0.27,0.275,2.085,7.867,558.230,1.011,335.221,5389.0,67509.677,49.998,112.516,47.9,153.51
0.27,0.277,2.093,7.867,558.230,1.018,336.486,5409.3,67505.042,49.998,112.508,48.1,153.51
0.27,0.279,2.101,7.867,558.230,1.026,337.751,5429.6,67500.405,49.998,112.501,48.3,153.51
0.27,0.282,2.109,7.867,558.230,1.034,339.015,5450.0,67495.768,49.998,112.493,48.4,153.51
0.27,0.284,2.117,7.867,558.230,1.042,340.280,5470.3,67491.130,49.998,112.485,48.6,153.51
0.27,0.286,2.125,7.867,558.230,1.049,341.545,5490.6,67486.491,49.998,112.477,48.8,153.51
0.27,0.288,2.132,7.866,558.230,1.057,342.809,5511.0,67481.852,49.998,112.470,49.0,153.51
0.27,0.290,2.140,7.866,558.230,1.065,344.074,5531.3,67477.213,49.998,112.462,49.2,153.51
0.27,0.292,2.148,7.866,558.230,1.073,345.339,5551.6,67472.572,49.998,112.454,49.4,153.51
0.28,0.294,2.156,7.866,558.230,1.081,346.603,5572.0,67467.931,49.998,112.447,49.6,153.51
0.28,0.296,2.164,7.866,558.230,1.088,347.868,5592.3,67463.289,49.998,112.439,49.7,153.51
0.28,0.299,2.172,7.866,558.230,1.096,349.132,5612.6,67458.647,49.998,112.431,49.9,153.51
0.28,0.301,2.180,7.866,558.230,1.104,350.397,5632.9,67454.004,49.998,112.423,50.1,153.51
0.28,0.303,2.187,7.866,558.230,1.112,351.662,5653.3,67449.361,49.998,112.416,50.3,153.51
0.28,0.305,2.195,7.866,558.230,1.120,352.926,5673.6,67444.716,49.998,112.408,50.5,153.51
0.28,0.307,2.203,7.866,558.230,1.128,354.191,5693.9,67440.072,49.998,112.400,50.7,153.51
0.28,0.310,2.211,7.866,558.230,1.136,355.455,5714.3,67435.426,49.998,112.392,50.8,153.51
0.28,0.312,2.219,7.866,558.230,1.145,356.720,5734.6,67430.780,49.998,112.385,51.0,153.51
0.28,0.314,2.227,7.866,558.230,1.153,357.985,5754.9,67426.133,49.998,112.377,51.2,153.51
0.29,0.316,2.235,7.866,558.230,1.161,359.249,5775.2,67421.486,49.998,112.369,51.4,153.51
0.29,0.318,2.243,7.866,558.230,1.169,360.514,5795.6,67416.838,49.998,112.361,51.6,153.51
0.29,0.321,2.250,7.866,558.230,1.177,361.778,5815.9,67412.189,49.998,112.354,51.8,153.51
0.29,0.323,2.258,7.866,558.230,1.186,363.043,5836.2,67407.540,49.998,112.346,51.9,153.51
0.29,0.325,2.266,7.866,558.230,1.194,364.308,5856.6,67402.890,49.998,112.338,52.1,153.51
0.29,0.327,2.274,7.866,558.230,1.202,365.572,5876.9,67398.239,49.998,112.330,52.3,153.51
0.29,0.330,2.282,7.866,558.230,1.210,366.837,5897.2,67393.588,49.998,112.323,52.5,153.51
0.29,0.332,2.290,7.866,558.230,1.219,368.101,5917.6,67388.936,49.998,112.315,52.7,153.51
0.29,0.334,2.298,7.866,558.230,1.227,369.366,5937.9,67384.284,49.998,112.307,52.9,153.51
0.29,0.337,2.305,7.866,558.230,1.236,370.630,5958.2,67379.630,49.998,112.299,53.1,153.51
0.30,0.339,2.313,7.866,558.230,1.244,371.895,5978.5,67374.977,49.998,112.292,53.2,153.51
0.30,0.341,2.321,7.866,558.230,1.253,373.159,5998.9,67370.322,49.998,112.284,53.4,153.51
0.30,0.344,2.329,7.866,558.230,1.261,374.424,6019.2,67365.667,49.998,112.276,53.6,153.51
0.30,0.346,2.337,7.866,558.230,1.270,375.689,6039.5,67361.011,49.998,112.268,53.8,153.51
0.30,0.348,2.345,7.866,558.230,1.278,376.953,6059.9,67356.355,49.998,112.261,54.0,153.51
0.30,0.351,2.353,7.866,558.230,1.287,378.218,6080.2,67351.698,49.998,112.253,54.2,153.51
0.30,0.353,2.361,7.866,558.230,1.295,379.482,6100.5,67347.040,49.998,112.245,54.3,153.51
0.30,0.355,2.368,7.866,558.230,1.304,380.747,6120.8,67342.382,49.998,112.237,54.5,153.51
0.30,0.358,2.376,7.866,558.230,1.313,382.011,6141.2,67337.723,49.998,112.230,54.7,153.51
0.30,0.360,2.384,7.866,558.230,1.321,383.276,6161.5,67333.064,49.998,112.222,54.9,153.51
0.31,0.362,2.392,7.866,558.230,1.330,384.540,6181.8,67328.403,49.998,112.214,55.1,153.51
0.31,0.365,2.400,7.866,558.230,1.339,385.805,6202.2,67323.743,49.998,112.206,55.3,153.51
0.31,0.367,2.408,7.866,558.230,1.348,387.069,6222.5,67319.081,49.998,112.198,55.5,153.51
0.31,0.370,2.416,7.866,558.230,1.356,388.334,6242.8,67314.419,49.998,112.191,55.6,153.51
0.31,0.372,2.423,7.866,558.230,1.365,389.598,6263.1,67309.756,49.998,112.183,55.8,153.51
0.31,0.374,2.431,7.866,558.230,1.374,390.863,6283.5,67305.093,49.998,112.175,56.0,153.51
0.31,0.377,2.439,7.865,558.230,1.383,392.127,6303.8,67300.429,49.998,112.167,56.2,153.51
0.31,0.379,2.447,7.865,558.230,1.392,393.392,6324.1,67295.764,49.998,112.160,56.4,153.51
0.31,0.382,2.455,7.865,558.230,1.401,394.656,6344.4,67291.099,49.998,112.152,56.6,153.51
0.31,0.384,2.463,7.865,558.230,1.410,395.921,6364.8,67286.433,49.998,112.144,56.8,153.51
0.32,0.387,2.471,7.865,558.230,1.419,397.185,6385.1,67281.766,49.998,112.136,56.9,153.51
0.32,0.389,2.478,7.865,558.230,1.428,398.449,6405.4,67277.099,49.998,112.128,57.1,153.51
0.32,0.392,2.486,7.865,558.230,1.437,399.714,6425.8,67272.431,49.998,112.121,57.3,153.51
0.32,0.394,2.494,7.865,558.230,1.446,400.978,6446.1,67267.762,49.997,112.113,57.5,153.51
0.32,0.397,2.502,7.865,558.230,1.455,402.243,6466.4,67263.093,49.997,112.105,57.7,153.51
0.32,0.399,2.510,7.865,558.230,1.465,403.507,6486.7,67258.423,49.997,112.097,57.9,153.51
0.32,0.402,2.518,7.865,558.230,1.474,404.772,6507.1,67253.752,49.997,112.090,58.1,153.51
0.32,0.404,2.526,7.865,558.230,1.483,406.036,6527.4,67249.081,49.997,112.082,58.2,153.51
0.32,0.407,2.534,7.865,558.230,1.492,407.301,6547.7,67244.409,49.997,112.074,58.4,153.51
0.32,0.409,2.541,7.865,558.230,1.501,408.565,6568.0,67239.737,49.997,112.066,58.6,153.51
0.33,0.412,2.549,7.865,558.230,1.511,409.829,6588.4,67235.064,49.997,112.058,58.8,153.51
0.33,0.414,2.557,7.865,558.230,1.520,411.094,6608.7,67230.390,49.997,112.051,59.0,153.51
0.33,0.417,2.565,7.865,558.230,1.529,412.358,6629.0,67225.716,49.997,112.043,59.2,153.51
0.33,0.419,2.573,7.865,558.230,1.539,413.623,6649.3,67221.041,49.997,112.035,59.4,153.51
0.33,0.422,2.581,7.865,558.230,1.548,414.887,6669.7,67216.365,49.997,112.027,59.5,153.51
0.33,0.425,2.589,7.865,558.230,1.558,416.151,6690.0,67211.689,49.997,112.019,59.7,153.51
0.33,0.427,2.596,7.865,558.230,1.567,417.416,6710.3,67207.012,49.997,112.012,59.9,153.51
0.33,0.430,2.604,7.865,558.230,1.577,418.680,6730.7,67202.334,49.997,112.004,60.1,153.51
0.33,0.432,2.612,7.865,558.230,1.586,419.945,6751.0,67197.656,49.997,111.996,60.3,153.51
0.33,0.435,2.620,7.865,558.230,1.596,421.209,6771.3,67192.977,49.997,111.988,60.5,153.51
0.34,0.438,2.628,7.865,558.230,1.605,422.473,6791.6,67188.297,49.997,111.980,60.7,153.51
0.34,0.440,2.636,7.865,558.230,1.615,423.738,6812.0,67183.617,49.997,111.973,60.8,153.51
0.34,0.443,2.644,7.865,558.230,1.625,425.002,6832.3,67178.936,49.997,111.965,61.0,153.51
0.34,0.446,2.652,7.865,558.230,1.634,426.266,6852.6,67174.254,49.997,111.957,61.2,153.51
0.34,0.448,2.659,7.865,558.230,1.644,427.531,6872.9,67169.572,49.997,111.949,61.4,153.51
0.34,0.451,2.667,7.865,558.230,1.654,428.795,6893.3,67164.889,49.997,111.941,61.6,153.51
0.34,0.453,2.675,7.865,558.230,1.664,430.059,6913.6,67160.206,49.997,111.934,61.8,153.51
0.34,0.456,2.683,7.865,558.230,1.673,431.324,6933.9,67155.522,49.997,111.926,62.0,153.51
0.34,0.459,2.691,7.865,558.230,1.683,432.588,6954.2,67150.837,49.997,111.918,62.1,153.51
0.34,0.462,2.699,7.865,558.230,1.693,433.852,6974.6,67146.151,49.997,111.910,62.3,153.51
0.35,0.464,2.707,7.865,558.230,1.703,435.117,6994.9,67141.465,49.997,111.902,62.5,153.51
0.35,0.467,2.714,7.864,558.230,1.713,436.381,7015.2,67136.779,49.997,111.895,62.7,153.51
0.35,0.470,2.722,7.864,558.230,1.723,437.645,7035.5,67132.091,49.997,111.887,62.9,153.51
0.35,0.472,2.730,7.864,558.230,1.733,438.910,7055.9,67127.403,49.997,111.879,63.1,153.51
0.35,0.475,2.738,7.864,558.230,1.743,440.174,7076.2,67122.714,49.997,111.871,63.3,153.51
0.35,0.478,2.746,7.864,558.230,1.753,441.438,7096.5,67118.025,49.997,111.863,63.4,153.51
0.35,0.481,2.754,7.864,558.230,1.763,442.703,7116.8,67113.335,49.997,111.856,63.6,153.51
0.35,0.483,2.762,7.864,558.230,1.773,443.967,7137.2,67108.644,49.997,111.848,63.8,153.51
0.35,0.486,2.769,7.864,558.230,1.783,445.231,7157.5,67103.953,49.997,111.840,64.0,153.51
0.35,0.489,2.777,7.864,558.230,1.793,446.495,7177.8,67099.261,49.997,111.832,64.2,153.51
0.36,0.492,2.785,7.864,558.230,1.803,447.760,7198.1,67094.568,49.997,111.824,64.4,153.51
0.36,0.494,2.793,7.864,558.230,1.814,449.024,7218.5,67089.875,49.997,111.816,64.6,153.51
0.36,0.497,2.801,7.864,558.230,1.824,450.288,7238.8,67085.181,49.997,111.809,64.7,153.51
0.36,0.500,2.809,7.864,558.230,1.834,451.553,7259.1,67080.487,49.997,111.801,64.9,153.51
0.36,0.503,2.817,7.864,558.230,1.844,452.817,7279.4,67075.791,49.997,111.793,65.1,153.51
0.36,0.506,2.825,7.864,558.230,1.855,454.081,7299.8,67071.095,49.997,111.785,65.3,153.51
0.36,0.508,2.832,7.864,558.230,1.865,455.345,7320.1,67066.399,49.997,111.777,65.5,153.51
0.36,0.511,2.840,7.864,558.230,1.875,456.610,7340.4,67061.702,49.997,111.770,65.7,153.51
0.36,0.514,2.848,7.864,558.230,1.886,457.874,7360.7,67057.004,49.997,111.762,65.9,153.51
0.36,0.517,2.856,7.864,558.230,1.896,459.138,7381.0,67052.305,49.997,111.754,66.0,153.51
0.37,0.520,2.864,7.864,558.230,1.907,460.402,7401.4,67047.606,49.997,111.746,66.2,153.51
0.37,0.523,2.872,7.864,558.230,1.917,461.666,7421.7,67042.906,49.997,111.738,66.4,153.51
0.37,0.526,2.880,7.864,558.230,1.928,462.931,7442.0,67038.206,49.997,111.730,66.6,153.51
0.37,0.528,2.887,7.864,558.230,1.938,464.195,7462.3,67033.504,49.997,111.723,66.8,153.51
0.37,0.531,2.895,7.864,558.230,1.949,465.459,7482.7,67028.803,49.997,111.715,67.0,153.51
0.37,0.534,2.903,7.864,558.230,1.959,466.723,7503.0,67024.100,49.997,111.707,67.2,153.51
0.37,0.537,2.911,7.864,558.230,1.970,467.987,7523.3,67019.397,49.997,111.699,67.4,153.51
0.37,0.540,2.919,7.864,558.230,1.981,469.252,7543.6,67014.693,49.997,111.691,67.5,153.51
0.37,0.543,2.927,7.864,558.230,1.991,470.516,7564.0,67009.989,49.997,111.683,67.7,153.51
0.37,0.546,2.935,7.864,558.230,2.002,471.780,7584.3,67005.284,49.997,111.675,67.9,153.51
0.38,0.549,2.943,7.864,558.230,2.013,473.044,7604.6,67000.578,49.997,111.668,68.1,153.51
0.38,0.552,2.950,7.864,558.230,2.024,474.308,7624.9,66995.872,49.996,111.660,68.3,153.51
0.38,0.555,2.958,7.864,558.230,2.034,475.573,7645.2,66991.164,49.996,111.652,68.5,153.51
0.38,0.558,2.966,7.863,558.230,2.045,476.837,7665.6,66986.457,49.996,111.644,68.7,153.51
0.38,0.561,2.974,7.863,558.230,2.056,478.101,7685.9,66981.748,49.996,111.636,68.8,153.51
0.38,0.564,2.982,7.863,558.230,2.067,479.365,7706.2,66977.039,49.996,111.628,69.0,153.51
0.38,0.567,2.990,7.863,558.230,2.078,480.629,7726.5,66972.330,49.996,111.621,69.2,153.51
0.38,0.570,2.998,7.863,558.230,2.089,481.893,7746.9,66967.619,49.996,111.613,69.4,153.51
0.38,0.573,3.005,7.863,558.230,2.100,483.157,7767.2,66962.908,49.996,111.605,69.6,153.51
0.38,0.576,3.013,7.863,558.230,2.111,484.422,7787.5,66958.196,49.996,111.597,69.8,153.51
0.39,0.579,3.021,7.863,558.230,2.122,485.686,7807.8,66953.484,49.996,111.589,70.0,153.51
0.39,0.582,3.029,7.863,558.230,2.133,486.950,7828.1,66948.771,49.996,111.581,70.2,153.51
0.39,0.585,3.037,7.863,558.230,2.144,488.214,7848.5,66944.057,49.996,111.573,70.3,153.51
0.39,0.588,3.045,7.863,558.230,2.155,489.478,7868.8,66939.343,49.996,111.566,70.5,153.51
0.39,0.591,3.053,7.863,558.230,2.166,490.742,7889.1,66934.628,49.996,111.558,70.7,153.51
0.39,0.594,3.060,7.863,558.230,2.177,492.006,7909.4,66929.912,49.996,111.550,70.9,153.51
0.39,0.597,3.068,7.863,558.230,2.189,493.270,7929.8,66925.196,49.996,111.542,71.1,153.51
0.39,0.600,3.076,7.863,558.230,2.200,494.534,7950.1,66920.479,49.996,111.534,71.3,153.51
0.39,0.603,3.084,7.863,558.230,2.211,495.798,7970.4,66915.761,49.996,111.526,71.5,153.51
0.39,0.606,3.092,7.863,558.230,2.222,497.062,7990.7,66911.043,49.996,111.518,71.7,153.51
0.40,0.609,3.100,7.863,558.230,2.234,498.327,8011.0,66906.324,49.996,111.511,71.8,153.51
0.40,0.612,3.108,7.863,558.230,2.245,499.591,8031.4,66901.604,49.996,111.503,72.0,153.51
0.40,0.615,3.115,7.863,558.230,2.256,500.855,8051.7,66896.884,49.996,111.495,72.2,153.51
0.40,0.619,3.123,7.863,558.230,2.268,502.119,8072.0,66892.163,49.996,111.487,72.4,153.51
0.40,0.622,3.131,7.863,558.230,2.279,503.383,8092.3,66887.442,49.996,111.479,72.6,153.51
0.40,0.625,3.139,7.863,558.230,2.291,504.647,8112.6,66882.719,49.996,111.471,72.8,153.51
0.40,0.628,3.147,7.863,558.230,2.302,505.911,8133.0,66877.996,49.996,111.463,73.0,153.51
0.40,0.631,3.155,7.863,558.230,2.314,507.175,8153.3,66873.273,49.996,111.455,73.2,153.51
0.40,0.634,3.163,7.863,558.230,2.325,508.439,8173.6,66868.548,49.996,111.448,73.3,153.51
0.40,0.637,3.171,7.863,558.230,2.337,509.703,8193.9,66863.823,49.996,111.440,73.5,153.51
0.41,0.641,3.178,7.863,558.230,2.348,510.967,8214.2,66859.098,49.996,111.432,73.7,153.51
0.41,0.644,3.186,7.863,558.230,2.360,512.231,8234.6,66854.371,49.996,111.424,73.9,153.51
0.41,0.647,3.194,7.862,558.230,2.372,513.495,8254.9,66849.644,49.996,111.416,74.1,153.51
0.41,0.650,3.202,7.862,558.230,2.383,514.759,8275.2,66844.917,49.996,111.408,74.3,153.51
0.41,0.653,3.210,7.862,558.230,2.395,516.023,8295.5,66840.189,49.996,111.400,74.5,153.51
0.41,0.657,3.218,7.862,558.230,2.407,517.287,8315.8,66835.460,49.996,111.392,74.7,153.51
0.41,0.660,3.226,7.862,558.230,2.419,518.551,8336.2,66830.730,49.996,111.385,74.8,153.51
0.41,0.663,3.233,7.862,558.230,2.430,519.815,8356.5,66826.000,49.996,111.377,75.0,153.51
0.41,0.666,3.241,7.862,558.230,2.442,521.079,8376.8,66821.269,49.996,111.369,75.2,153.51
0.41,0.669,3.249,7.862,558.230,2.454,522.343,8397.1,66816.537,49.996,111.361,75.4,153.51
0.42,0.673,3.257,7.862,558.230,2.466,523.607,8417.4,66811.805,49.996,111.353,75.6,153.51
0.42,0.676,3.265,7.862,558.230,2.478,524.871,8437.8,66807.072,49.996,111.345,75.8,153.51
0.42,0.679,3.273,7.862,558.230,2.490,526.135,8458.1,66802.338,49.996,111.337,76.0,153.51
0.42,0.682,3.281,7.862,558.230,2.502,527.399,8478.4,66797.604,49.996,111.329,76.2,153.51
0.42,0.686,3.288,7.862,558.230,2.514,528.662,8498.7,66792.869,49.996,111.321,76.3,153.51
0.42,0.689,3.296,7.862,558.230,2.526,529.926,8519.0,66788.133,49.996,111.314,76.5,153.51
0.42,0.692,3.304,7.862,558.230,2.538,531.190,8539.4,66783.397,49.996,111.306,76.7,153.51
0.42,0.696,3.312,7.862,558.230,2.550,532.454,8559.7,66778.660,49.996,111.298,76.9,153.51
0.42,0.699,3.320,7.862,558.230,2.562,533.718,8580.0,66773.922,49.996,111.290,77.1,153.51
0.42,0.702,3.328,7.862,558.230,2.574,534.982,8600.3,66769.184,49.996,111.282,77.3,153.51
0.43,0.706,3.336,7.862,558.230,2.587,536.246,8620.6,66764.445,49.995,111.274,77.5,153.51
0.43,0.709,3.344,7.862,558.230,2.599,537.510,8640.9,66759.705,49.995,111.266,77.7,153.51
0.43,0.712,3.351,7.862,558.230,2.611,538.774,8661.3,66754.965,49.995,111.258,77.8,153.51
0.43,0.716,3.359,7.862,558.230,2.623,540.038,8681.6,66750.224,49.995,111.250,78.0,153.51
0.43,0.719,3.367,7.862,558.230,2.636,541.301,8701.9,66745.482,49.995,111.242,78.2,153.51
0.43,0.722,3.375,7.862,558.230,2.648,542.565,8722.2,66740.740,49.995,111.235,78.4,153.51
0.43,0.726,3.383,7.862,558.230,2.660,543.829,8742.5,66735.997,49.995,111.227,78.6,153.51
0.43,0.729,3.391,7.862,558.230,2.673,545.093,8762.9,66731.253,49.995,111.219,78.8,153.51
0.43,0.733,3.399,7.862,558.230,2.685,546.357,8783.2,66726.509,49.995,111.211,79.0,153.51
0.43,0.736,3.406,7.861,558.230,2.697,547.621,8803.5,66721.764,49.995,111.203,79.2,153.51
0.44,0.739,3.414,7.861,558.230,2.710,548.885,8823.8,66717.018,49.995,111.195,79.4,153.51
0.44,0.743,3.422,7.861,558.230,2.722,550.148,8844.1,66712.272,49.995,111.187,79.5,153.51
0.44,0.746,3.430,7.861,558.230,2.735,551.412,8864.4,66707.525,49.995,111.179,79.7,153.51
0.44,0.750,3.438,7.861,558.230,2.748,552.676,8884.8,66702.777,49.995,111.171,79.9,153.51
0.44,0.753,3.446,7.861,558.230,2.760,553.940,8905.1,66698.029,49.995,111.163,80.1,153.51
0.44,0.756,3.454,7.861,558.230,2.773,555.204,8925.4,66693.280,49.995,111.155,80.3,153.51
0.44,0.760,3.461,7.861,558.230,2.785,556.467,8945.7,66688.530,49.995,111.148,80.5,153.51
0.44,0.763,3.469,7.861,558.230,2.798,557.731,8966.0,66683.779,49.995,111.140,80.7,153.51
0.44,0.767,3.477,7.861,558.230,2.811,558.995,8986.3,66679.028,49.995,111.132,80.9,153.51
0.44,0.770,3.485,7.861,558.230,2.823,560.259,9006.7,66674.276,49.995,111.124,81.1,153.51
0.45,0.774,3.493,7.861,558.230,2.836,561.523,9027.0,66669.524,49.995,111.116,81.2,153.51
0.45,0.777,3.501,7.861,558.230,2.849,562.786,9047.3,66664.771,49.995,111.108,81.4,153.51
0.45,0.781,3.509,7.861,558.230,2.862,564.050,9067.6,66660.017,49.995,111.100,81.6,153.51
0.45,0.784,3.516,7.861,558.230,2.875,565.314,9087.9,66655.263,49.995,111.092,81.8,153.51
0.45,0.788,3.524,7.861,558.230,2.887,566.578,9108.2,66650.507,49.995,111.084,82.0,153.51
0.45,0.791,3.532,7.861,558.230,2.900,567.841,9128.6,66645.752,49.995,111.076,82.2,153.51
0.45,0.795,3.540,7.861,558.230,2.913,569.105,9148.9,66640.995,49.995,111.068,82.4,153.51
0.45,0.798,3.548,7.861,558.230,2.926,570.369,9169.2,66636.238,49.995,111.060,82.6,153.51
0.45,0.802,3.556,7.861,558.230,2.939,571.632,9189.5,66631.480,49.995,111.052,82.7,153.51
0.45,0.806,3.564,7.861,558.230,2.952,572.896,9209.8,66626.722,49.995,111.045,82.9,153.51
0.46,0.809,3.571,7.861,558.230,2.965,574.160,9230.1,66621.962,49.995,111.037,83.1,153.51
0.46,0.813,3.579,7.861,558.230,2.978,575.424,9250.4,66617.202,49.995,111.029,83.3,153.51
0.46,0.816,3.587,7.861,558.230,2.991,576.687,9270.8,66612.442,49.995,111.021,83.5,153.51
0.46,0.820,3.595,7.861,558.230,3.005,577.951,9291.1,66607.681,49.995,111.013,83.7,153.51
0.46,0.823,3.603,7.861,558.230,3.018,579.215,9311.4,66602.919,49.995,111.005,83.9,153.51
0.46,0.827,3.611,7.860,558.230,3.031,580.478,9331.7,66598.156,49.995,110.997,84.1,153.51
0.46,0.831,3.619,7.860,558.230,3.044,581.742,9352.0,66593.393,49.995,110.989,84.3,153.51
0.46,0.834,3.627,7.860,558.230,3.057,583.006,9372.3,66588.629,49.995,110.981,84.4,153.51
0.46,0.838,3.634,7.860,558.230,3.071,584.269,9392.6,66583.864,49.995,110.973,84.6,153.51
0.46,0.842,3.642,7.860,558.230,3.084,585.533,9413.0,66579.099,49.995,110.965,84.8,153.51
0.47,0.845,3.650,7.860,558.230,3.097,586.797,9433.3,66574.333,49.995,110.957,85.0,153.51
0.47,0.849,3.658,7.860,558.230,3.111,588.060,9453.6,66569.566,49.995,110.949,85.2,153.51
0.47,0.852,3.666,7.860,558.230,3.124,589.324,9473.9,66564.799,49.995,110.941,85.4,153.51
0.47,0.856,3.674,7.860,558.230,3.137,590.588,9494.2,66560.031,49.995,110.933,85.6,153.51
0.47,0.860,3.682,7.860,558.230,3.151,591.851,9514.5,66555.262,49.994,110.925,85.8,153.51
0.47,0.863,3.689,7.860,558.230,3.164,593.115,9534.8,66550.493,49.994,110.917,86.0,153.51
0.47,0.867,3.697,7.860,558.230,3.178,594.378,9555.2,66545.722,49.994,110.910,86.2,153.51
0.47,0.871,3.705,7.860,558.230,3.191,595.642,9575.5,66540.952,49.994,110.902,86.3,153.51
0.47,0.875,3.713,7.860,558.230,3.205,596.906,9595.8,66536.180,49.994,110.894,86.5,153.51
0.47,0.878,3.721,7.860,558.230,3.218,598.169,9616.1,66531.408,49.994,110.886,86.7,153.51
0.48,0.882,3.729,7.860,558.230,3.232,599.433,9636.4,66526.635,49.994,110.878,86.9,153.51
0.48,0.886,3.737,7.860,558.230,3.246,600.696,9656.7,66521.862,49.994,110.870,87.1,153.51
0.48,0.889,3.744,7.860,558.230,3.259,601.960,9677.0,66517.088,49.994,110.862,87.3,153.51
0.48,0.893,3.752,7.860,558.230,3.273,603.223,9697.3,66512.313,49.994,110.854,87.5,153.51
0.48,0.897,3.760,7.860,558.230,3.287,604.487,9717.7,66507.537,49.994,110.846,87.7,153.51
0.48,0.901,3.768,7.860,558.230,3.301,605.751,9738.0,66502.761,49.994,110.838,87.9,153.51
0.48,0.905,3.776,7.860,558.230,3.314,607.014,9758.3,66497.984,49.994,110.830,88.0,153.51
0.48,0.908,3.784,7.860,558.230,3.328,608.278,9778.6,66493.206,49.994,110.822,88.2,153.51
0.48,0.912,3.792,7.860,558.230,3.342,609.541,9798.9,66488.428,49.994,110.814,88.4,153.51
0.48,0.916,3.799,7.859,558.230,3.356,610.805,9819.2,66483.649,49.994,110.806,88.6,153.51
0.49,0.920,3.807,7.859,558.230,3.370,612.068,9839.5,66478.869,49.994,110.798,88.8,153.51
0.49,0.923,3.815,7.859,558.230,3.384,613.332,9859.8,66474.089,49.994,110.790,89.0,153.51
0.49,0.927,3.823,7.859,558.230,3.398,614.595,9880.2,66469.308,49.994,110.782,89.2,153.51
0.49,0.931,3.831,7.859,558.230,3.412,615.859,9900.5,66464.526,49.994,110.774,89.4,153.51
0.49,0.935,3.839,7.859,558.230,3.426,617.122,9920.8,66459.744,49.994,110.766,89.6,153.51
0.49,0.939,3.847,7.859,558.230,3.440,618.386,9941.1,66454.961,49.994,110.758,89.8,153.51
0.49,0.943,3.854,7.859,558.230,3.454,619.649,9961.4,66450.177,49.994,110.750,89.9,153.51
0.49,0.946,3.862,7.859,558.230,3.468,620.913,9981.7,66445.393,49.994,110.742,90.1,153.51
0.49,0.950,3.870,7.859,558.230,3.482,622.176,10002.0,66440.607,49.994,110.734,90.3,153.51
0.49,0.954,3.878,7.859,558.230,3.496,623.439,10022.3,66435.822,49.994,110.726,90.5,153.51
0.50,0.958,3.886,7.859,558.230,3.510,624.703,10042.7,66431.035,49.994,110.718,90.7,153.51
0.50,0.962,3.894,7.859,558.230,3.525,625.966,10063.0,66426.248,49.994,110.710,90.9,153.51
0.50,0.966,3.902,7.859,558.230,3.539,627.230,10083.3,66421.460,49.994,110.702,91.1,153.51
0.50,0.970,3.909,7.859,558.230,3.553,628.493,10103.6,66416.671,49.994,110.694,91.3,153.51
0.50,0.974,3.917,7.859,558.230,3.567,629.757,10123.9,66411.882,49.994,110.686,91.5,153.51
0.50,0.978,3.925,7.859,558.230,3.582,631.020,10144.2,66407.092,49.994,110.678,91.7,153.51
0.50,0.982,3.933,7.859,558.230,3.596,632.283,10164.5,66402.301,49.994,110.671,91.8,153.51
0.50,0.985,3.941,7.859,558.230,3.610,633.547,10184.8,66397.510,49.994,110.663,92.0,153.51
0.50,0.989,3.949,7.859,558.230,3.625,634.810,10205.1,66392.718,49.994,110.655,92.2,153.51
0.50,0.993,3.957,7.859,558.230,3.639,636.074,10225.4,66387.925,49.994,110.647,92.4,153.51
0.51,0.997,3.964,7.859,558.230,3.654,637.337,10245.8,66383.132,49.994,110.639,92.6,153.51
0.51,1.001,3.972,7.859,558.230,3.668,638.600,10266.1,66378.338,49.994,110.631,92.8,153.51
